,Unnamed: 0.1,Unnamed: 0,symbol,name,curr_market_price,pe_ratio,book_value,divident,roce,roe,face_value,market_cap,about
117,117,117,ASAL,Automotive Stampings & Assemblies Ltd,,,,,,,,,"ASAL mainly manufactures sheet-metal stampings, welded assemblies, and modules for passenger cars and commercial vehicles (largely for Tata Motors Limited); these products account for more than 95% of the total revenue. It has four manufacturing facilities: two in Pune, one each in Halol (Gujarat) and Pantnagar (Uttarakhand). The Co. is being promoted by TATA Autocomp Systems Ltd (TACO)."
118,118,118,ASHAPURMIN,Ashapura Minechem Ltd,311.0,18.1,101.0,0.0,17.3,24.6,2.0,2830.0,"Incorporated on 19th February 1982, Ashapura Minechem Ltd. is engaged in the mining, manufacturing and trading of various minerals and its derivative products. The company offers multi-mineral solutions across several industries from soaps to steel, energy to edible oils, metal to medicine and cement to ceramics. The company has its network of operations pan-India and in 7 other countries."
119,119,119,ASHIANA,Ashiana Housing Ltd,345.0,51.8,76.1,0.43,11.3,10.4,2.0,3476.0,Ashiana Housing is principal business activity of the company is Real Estate Development.
120,120,120,ASHIMASYN,Ashima Ltd,34.0,6.76,11.8,0.0,,,10.0,651.0,"Incorporated in 1982, Ashima Ltd is in the business of Textiles, Real Estate and Treasury business"
121,121,121,ASHOKA,Ashoka Buildcon Ltd,236.0,12.2,79.1,0.0,27.1,22.7,5.0,6614.0,Ashoka Buildcon Ltd is engaged in the business of construction and infrastructure facilities on EPC and BOT basis. It is also involved in the sale of RMC (ready mix concrete).
122,122,122,ASHOKLEY,Ashok Leyland Ltd,238.0,27.9,30.7,2.08,15.0,28.4,1.0,69784.0,"Ashok Leyland is the flagship Company of the Hinduja group, having a long-standing presence in the domestic medium and heavy commercial vehicle (M&HCV) segment. The company has a strong brand and well-diversified distribution and service network across the country and has a presence in 50 countries, it is one of the most fully-integrated manufacturing companies. Its headquarter is in Chennai "
123,123,123,ASIANHOTNR,Asian Hotels (North) Ltd,172.0,,89.4,0.0,-0.97,-35.0,10.0,333.0,"Incorporated in 1982, Asian Hotels (North)  Ltd is in the business of"
124,124,124,ASIANPAINT,Asian Paints Ltd,3307.0,62.4,195.0,1.01,37.5,31.4,1.0,317144.0,Asian Paints is the 
125,125,125,ASIANTILES,Asian Granito India Ltd,85.6,,98.1,0.0,1.24,-0.92,10.0,1085.0,"Incorporated in 1995, Asian Granito manufactures and trades Tiles, Marble and allied products"
126,126,126,ASPINWALL,Aspinwall & Company Ltd,293.0,17.9,234.0,2.05,6.81,6.02,10.0,229.0,"Incorporated in 1920, Aspinwall & Company Ltd is in diversified business activities including coffee processing and trading, logistics services"
127,127,127,ASTEC,Astec Lifesciences Ltd,1234.0,,188.0,0.12,-4.48,-11.9,10.0,2418.0,"The Company is into manufacturing of agrochemical active ingredients (technical), bulk and formulations, intermediate products and it sells its products in India as well as exports them to approximately 24 countries."
128,128,128,ASTERDM,Aster DM Healthcare Ltd,421.0,112.0,83.8,0.47,4.48,3.13,10.0,20982.0,"Aster DM Healthcare Limited is one of the largest integrated private healthcare service providers operating in GCC (Gulf Cooperation Council) countries and an emerging player in India. With an inherent emphasis on clinical excellence, it is one of the few entities in the world with a strong presence across primary, secondary, tertiary and quaternary healthcare. "
129,129,129,ASTRAL,Astral Ltd,1928.0,94.9,119.0,0.19,23.2,18.0,1.0,51761.0,"Astral Poly Technik Ltd was established in 1996, with the aim to manufacture pro-India plumbing and drainage systems in the country. It has also forayed into adhesive business over years. "
130,130,130,ASTRAMICRO,Astra Microwave Products Ltd,916.0,64.4,102.0,0.22,18.8,15.0,2.0,8693.0,"Astra Microwave Products is engaged in the business of design, development and manufacture of sub-systems for Radio Frequency and microwave systems used in defense, space, meteorology and telecommunication."
131,131,131,ASTRAZEN,Astrazeneca Pharma India Ltd,,,,,,,,,"AstraZeneca Pharma India Ltd is engaged in the business of manufacture, distribution and marketing of pharmaceutical products."
132,132,132,ASTRON,Astron Paper & Board Mill Ltd,23.2,,31.8,0.0,-1.85,-7.3,10.0,108.0,Astron Paper and Board mill Ltd is a paper manufacturing company. It is engaged in the manufacturing of Kraft Paper from waste paper. 
133,133,133,ATFL,Agro Tech Foods Ltd,807.0,440.0,205.0,0.37,2.69,1.73,10.0,1969.0,Agro Tech Foods Ltd is primarily engaged in the business of manufacturing and trading of edible oils and food products.
134,134,134,ATLANTA,Atlanta  Limited,,,,,,,,,
135,135,135,ATLASCYCLE,Atlas Cycles (Haryana) Ltd,28.8,,581.0,0.0,-26.6,-28.0,5.0,18.8,Atlas Cycles (Haryana) is engaged in the business of Manufacturers of Bicycles.(Source : 201903 Annual Report Page No:17)
136,136,136,ATUL,Atul Ltd,7670.0,68.1,1737.0,0.26,8.74,6.35,10.0,22593.0,"Atul Ltd. is a diversified and integrated Indian chemical company (a part of Lalbhai Group, Gujarat). The products of the company are used in various Industries and come mainly under two segments, Life Science Chemicals and Performance and Other Chemicals under 9 Businesses. "
137,137,137,ATULAUTO,Atul Auto Ltd,648.0,105.0,151.0,0.0,4.2,1.68,5.0,1806.0,Atul Auto manufactures and sales Auto Rickshaws in domestic and overseas market.
138,138,138,AUBANK,AU Small Finance Bank Ltd,731.0,160.0,,0.14,12.4,22.3,10.0,54370.0,"AU Small Finance Bank Limited is engaged in providing a range of banking and financial services including retail banking, wholesale banking, treasury operations and other services. "
139,139,139,AURIONPRO,Aurionpro Solutions Limited,,,,,,,,,
140,140,140,AUROPHARMA,Aurobindo Pharma Ltd,1496.0,24.5,509.0,0.3,14.1,11.5,1.0,87720.0,"Aurobindo Pharma is principally engaged in manufacturing and marketing of active pharmaceutical ingredients, generic pharmaceuticals and related services.(Source : 202003 Annual Report Page No:159)"
141,141,141,AUSOMENT,Ausom Enterprise Ltd,94.0,11.2,91.7,1.06,8.5,7.59,10.0,128.0,"Incorporated in 1984, Ausom Enterprise "
142,142,142,AUTOAXLES,Automotive Axles Ltd,,,,,,,,,"Automotive Axles was established in 1981 as a JV of Kalyani Group (35.5% ownership) and Meritor Inc, USA (35.5% ownership). "
143,143,143,AUTOIND,Autoline Industries Limited,,,,,,,,,
144,144,144,AUTOLITIND,Autolite (India) Ltd,15.5,,30.8,0.0,-2.42,-19.0,10.0,17.3,Autolite (India) is a holding company. The Company is engaged in the production of automotive headlamps and halogen bulbs. 
145,145,145,AVADHSUGAR,Avadh Sugar & Energy Ltd,,,,,,,,,"Incorporated in 2015, Avadh Sugar & Energy Ltd manufactures and sells sugar and its by-products, spirits and power"
146,146,146,AVANTIFEED,Avanti Feeds Ltd,672.0,24.2,174.0,1.0,20.0,15.1,1.0,9156.0,"Avanti Feeds Ltd. manufactures and sells shrimp feed, and exports processed shrimp."
147,147,147,AVTNPL,AVT Natural Products Ltd,90.0,26.9,30.8,0.89,15.9,11.8,1.0,1368.0,"AVT Natural Products Limited is a part of the A.V. Thomas Group. The Company is engaged in the business of manufacturing plant-based extracts and natural ingredients solutions for the food, beverage, animal nutrition and nutraceutical industries of the world. "
148,148,148,AXISBANK,Axis Bank Limited,,,,,,,,,
149,149,149,AXISCADES,AXISCADES Technologies Ltd,559.0,53.6,140.0,0.0,13.8,7.11,5.0,2358.0,Axiscades Technologies Limited is a technology solutions company focussing on engineering solutions and services. 
150,150,150,AYMSYNTEX,AYM Syntex Ltd,197.0,64.6,83.7,0.0,6.63,1.38,10.0,989.0,"Incorporated in 1985, AYM Syntex "
151,151,151,BAGFILMS,B A G Films & Media Ltd,10.6,44.4,7.63,0.0,5.75,2.67,2.0,210.0,"Incorporated in 1993, B.A.G. Films and Media Ltd is in the business of content production, distribution and allied activities"
152,152,152,BAJAJ-AUTO,Bajaj Auto Ltd,11942.0,41.7,1037.0,0.67,33.5,26.5,10.0,333572.0,"Bajaj Auto, the flagship company of Bajaj Group, is a two-wheeler and three-wheeler manufacturing company that exports to 79 countries across several countries in Latin America, Southeast Asia, and many more. Its headquarter is in Pune, India."
153,153,153,BAJAJCON,Bajaj Consumer Care Ltd,256.0,25.0,58.2,1.17,22.8,18.8,1.0,3658.0,"Bajaj Consumer Care is engaged in the business of cosmetics, toiletries and other personal care products. The Company has presence in both domestic and international markets.(Source : 201903 Annual Report Page No: 98)"
154,154,154,BAJAJELEC,Bajaj Electricals Ltd,987.0,89.5,125.0,0.3,12.7,7.7,2.0,11314.0,"Bajaj Electricals Limited is a part of the Bajaj Group of companies and is a leading FMEG company spread across  Consumer Products - Appliances, Fans, Lighting, Exports, and EPC - Illumination, Transmission Towers and Power Distribution. It also has its presence in premium home appliances and cookware segments with brands like Morphy Richards and Nirlep."
155,155,155,BAJAJFINSV,Bajaj Finserv Ltd,1917.0,36.7,378.0,0.05,11.7,15.3,1.0,305967.0,"Bajaj Finserv Ltd. is the holding company for the various financial services businesses under the Bajaj group. It serves millions of customers by providing solutions for asset acquisition through financing, asset protection through general insurance, family and income protection in the form of life and health insurance, and retirement and savings solutions."
156,156,156,BAJAJHIND,Bajaj Hindusthan Sugar Ltd,38.7,,35.0,0.0,0.8,-1.9,1.0,4950.0,"Bajaj Hindusthan Sugar Limited (BHSL) was incorporated in 1931 under the name ''The Hindustan Sugar Mills Limited''. The Company is engaged in the manufacture of sugar, alcohol, ethanol, and the generation of power. "
157,157,157,BAJAJHLDNG,Bajaj Holdings & Investment Ltd,11163.0,16.7,4874.0,1.17,13.1,14.8,10.0,124304.0,Bajaj Holdings & Investment Ltd. operates as an Investment Company and is registered as a Non-Banking Financial Institution – Investment and Credit Company with the Reserve Bank of India. The Co. holds more than 30% stake in both Bajaj Auto Ltd. and Bajaj Finserv Ltd. 
158,158,158,BAJFINANCE,Bajaj Finance Ltd,7582.0,31.5,1234.0,0.47,11.9,22.1,2.0,469515.0,"Bajaj Finance is mainly engaged in the business of lending. BFL has a diversified lending portfolio across retail, SME and commercial customers with a significant presence in urban and rural India. It also accepts public and corporate deposits and offers variety of financial services products to its customers.(Source : 202003 Annual Report Page No:124)"
159,159,159,BALAJITELE,Balaji Telefilms Ltd,65.8,80.6,42.5,0.0,8.48,4.56,2.0,669.0,"Incorporated in 1994, Balaji Telefilms Ltd is in the business of production of TV content, Films, event business, B2C and B2B digital content business and operates a SVOD, OTT platform, etc."
160,160,160,BALAMINES,Balaji Amines Ltd,2306.0,38.3,531.0,0.48,16.8,12.5,2.0,7478.0,"Balaji Amines Ltd specialises in manufacturing Methylamines, Ethylamines, Derivatives of specialty chemicals and Pharma Excipients. These have been the main products, it also have facilities for the manufacturing of derivatives, which are down-stream products for various pharma/pesticide industries apart from user specific requirements. It is one of the largest manufacturers of aliphatic amines in India. "
161,161,161,BALAXI,Balaxi Ventures Limited,,,,,,,,,
162,162,162,BALKRISHNA,Balkrishna Paper Mills Ltd,26.8,,23.3,0.0,-5.94,-22.6,10.0,85.8,"Incorporated in 1975, Balkrishna Paper Mills Ltd does manufacturing and marketing of Coated Duplex Board page"
163,163,163,BALKRISIND,Balkrishna Industries Ltd,3078.0,36.5,458.0,0.52,17.6,17.6,2.0,59550.0,"Balkrishna Industries Limited (BKT) started its Off-Highway tyre business in 1987. For over 30 years, BKT has successfully focused on specialist segments such as agricultural, construction and industrial as well as earthmoving, port and mining, ATV, and gardening applications. "
164,164,164,BALLARPUR,Ballarpur Industries Ltd,0.85,,-17.5,0.0,7.68,,2.0,110.0,Ballarpur Industries is engaged in the business of manufacturing and selling of writing and printing paper.
165,165,165,BALMLAWRIE,Balmer Lawrie & Company Ltd,266.0,17.2,106.0,3.19,15.6,14.7,10.0,4550.0,"Balmer Lawrie & Company Ltd is engaged in the business of Industrial Packaging, Greases & Lubricants, Leather Chemicals, Logistic Services and Infrastructure, Refinery & Oil Field and Travel & Vacation Services in India.    "
166,166,166,BALPHARMA,Bal Pharma Limited,,,,,,,,,
167,167,167,BALRAMCHIN,Balrampur Chini Mills Ltd,594.0,22.6,169.0,0.5,13.5,13.8,1.0,11988.0,Balrampur Chini Mills Limited (BCML) is one of the largest integrated sugar companies in India. The allied businesses of the Company comprise distillery operations and cogeneration of power.
168,168,168,BANARBEADS,Banaras Beads Ltd,,,,,,,,,"Incorporated in 1980, Banaras Beads Ltd is in the business of Manufacturing and export of Handicraft items like Glass Beads; Necklaces, Imitation Jewelry, etc."
169,169,169,BANARISUG,Bannari Amman Sugars Ltd,,,,,,,,,Bannari Amman Sugars Limited is one of the leading sugar manufacturers in India. It has three sugar factories with cogeneration plants in Tamilnadu and two sugar factories with co-generation plants in Karnataka. It has two distillery units one in Tamilnadu and another in Karnataka. It has a Granite Processing unit in Tamilnadu. The company also has windmills which are located in the southern part of Tamilnadu. 
170,170,170,BANCOINDIA,Banco Products (India) Ltd,689.0,18.1,147.0,2.9,27.0,26.9,2.0,4899.0,"Banco Products (India) Ltd manufactures and supplies engine cooling modules and systems for automotive and industrial applications in both the domestic and international markets. It was Incorporated in 1961, promoted by Mr. Mehul K. Patel who has more than 40 years of experience in the automotive industry "
171,171,171,BANDHANBNK,Bandhan Bank Ltd,,,,,,,,,"Incorporated in 2014, Bandhan Bank is a commercial bank focused on serving underbanked and underpenetrated markets in India. The company has a PAN-India presence and offers a wide range of banking products & services and asset & liability products and services designed for micro banking and general banking.  "
172,172,172,BANG,Bang Overseas Ltd,57.9,,65.9,0.0,-5.57,-8.98,10.0,77.8,"Incorporated in 1992, Bang Overseas Ltd (BOL) is a manufacturer and exporter of men’s wear from India and Macedonia. They also provide services like concept development, designing, manufacturing, logistics and marketing "
173,173,173,BANKBARODA,Bank of Baroda,,,,,,,,,
174,174,174,BANKINDIA,Bank of India,110.0,7.28,155.0,2.54,5.69,9.98,10.0,50193.0,"Bank of India is an India-based bank. The Bank's segments include Treasury Operations, Wholesale Banking and Retail Banking. The Treasury operations segment includes the entire investment portfolio, which is dealing in government and other securities, money market operations and foreign exchange operations.(Source : Company Web-site )"
175,175,175,BANSWRAS,Banswara Syntex Ltd,144.0,18.2,156.0,0.7,8.64,6.74,5.0,494.0,"Incorporated in 1976, Banswara Syntex Ltd "
176,176,176,BARTRONICS,Bartronics India Limited,,,,,,,,,
177,177,177,BASF,BASF India Ltd,6726.0,51.7,745.0,0.22,,,10.0,29061.0,"BASF India Ltd's portfolio consists of six segments: Agricultural Solutions, Materials, Industrial solutions, Surface Technologies, Nutrition & Care and Chemicals."
178,178,178,BASML,Bannari Amman Spinning Mills Ltd,61.1,,61.6,0.0,1.76,-3.75,5.0,395.0,"Incorporated in 1989, Bannari Amman Spinning Mills Ltd is a manufacturer of cotton yarn, knitted & woven fabrics, processing of fabrics, "
179,179,179,BATAINDIA,Bata India Ltd,1426.0,51.7,119.0,0.84,18.7,19.8,5.0,18335.0,Bata India is primarily engaged in the business of manufacturing and trading of footwear and accessories through its retail and wholesale network.
180,180,180,BAYERCROP,Bayer Cropscience Limited,,,,,,,,,
181,181,181,BBL,Bharat Bijlee Ltd,,,,,,,,,"Established in 1946, Bharat Bijlee is a leading electrical engineering company in India engaged in manufacturing of transformers, electric motors, elevator systems, drives and automation. It also provides turnkey solutions for EHV switchyards, HV and MV substations, Electrical Balance of Plant, etc. "
